Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Risk Rating,Type,Offense,Enforcement,Date Issued,Date Of Conviction,url_entity_full
Quick Pick Variety,735 Tower St S  Fergus ON N1M 2R2,Convenience / Variety,22-Feb-2024,location.href = '/Facility/Details/577d00bb-27bd-4377-b37f-1f449f541def' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/577d00bb-27bd-4377-b37f-1f449f541def
Quiznos,3-292 Stone Rd W  Guelph ON N1G 3C4,Restaurant,07-Feb-2024,location.href = '/Facility/Details/48e99e91-edab-4884-85a3-b454a1f42fd2' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/48e99e91-edab-4884-85a3-b454a1f42fd2
R.U. Serious Restaurant,22-130 Silvercreek Pky N  Guelph ON N1H 7Y5,Restaurant,23-Feb-2024,location.href = '/Facility/Details/7c53a88b-5faf-4b24-ae79-74d24d07ec49' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7c53a88b-5faf-4b24-ae79-74d24d07ec49
R9 Convenience,5-50 Rolling Hills Drive  Orangeville ON L9W 6T6,Convenience / Variety,22-Feb-2024,location.href = '/Facility/Details/0fa7d8ea-c145-4dc6-8910-ef86560ec410' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0fa7d8ea-c145-4dc6-8910-ef86560ec410
Raceway Esso,87 First Street  Orangeville ON L9W 2E8,Convenience / Variety,17-Jan-2023,location.href = '/Facility/Details/4fbef142-bb36-46bd-bb36-0bb4b8d34d7b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4fbef142-bb36-46bd-bb36-0bb4b8d34d7b
Raging Cajun BBQ & Catering,20 Robertson Dr  Guelph ON N1H 4S7,Mobile Preparation Premises,26-Sep-2023,location.href = '/Facility/Details/4673292c-24dd-40ac-b54a-a92444f0a55a' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4673292c-24dd-40ac-b54a-a92444f0a55a
Rainbow Variety,245 Edinburgh Rd N  Guelph ON N1H 5S2,Convenience / Variety,06-Dec-2023,location.href = '/Facility/Details/f8529aa4-bf28-4fb1-ab7c-ab70367360c5' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f8529aa4-bf28-4fb1-ab7c-ab70367360c5
Rakev Catering Store,66 Dawson Rd  Guelph ON N1H 1A8,Convenience / Variety,18-Aug-2023,location.href = '/Facility/Details/8db73a83-7e1e-42ca-a9dc-6df92b166213' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/8db73a83-7e1e-42ca-a9dc-6df92b166213
Raku Sushi,95 First Street  Orangeville ON L9W 2E8,Food Take Out,16-May-2023,location.href = '/Facility/Details/cbbcec8b-0877-4ef9-84b1-89be3ec57a84' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/cbbcec8b-0877-4ef9-84b1-89be3ec57a84
Raku Sushi,175 Stone Road West  Guelph ON N1G 5L4,Food Take Out,11-Sep-2023,location.href = '/Facility/Details/5efad446-3eeb-4e97-bcad-ad9f05d959e2' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/5efad446-3eeb-4e97-bcad-ad9f05d959e2
Rasmi's Falafel,87 Broadway  Orangeville ON L9W 1K1,Farmer's Market Vendor,17-Apr-2024,location.href = '/Facility/Details/9b8f8eb5-d055-40ef-a5af-38f643e6af1b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/9b8f8eb5-d055-40ef-a5af-38f643e6af1b
Ratna's Kitchen,42 Carden St  Guelph ON N1H 3A2,Food Caterer,,location.href = '/Facility/Details/1be7298d-9be2-4a7e-8f9a-b483ffee26fe' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1be7298d-9be2-4a7e-8f9a-b483ffee26fe
Raw Carrot (The) - Mt Forest United Church,175 Queen St E  Mount Forest ON N0G 2L2,Food Warehouse / Depot,28-Nov-2023,location.href = '/Facility/Details/f089f9d0-a007-40bf-b093-ee3b8a806a85' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f089f9d0-a007-40bf-b093-ee3b8a806a85
Ray's Chinese Restaurant,35 Harvard Rd  Guelph ON N1G 3A2,Restaurant,16-Apr-2024,location.href = '/Facility/Details/c86a0b35-4fec-499c-88a2-fbb0b56f1d17' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c86a0b35-4fec-499c-88a2-fbb0b56f1d17
Real Deal Sports Bar & Billiards (The),224 Victoria Rd S  Guelph ON N1E 5R1,Restaurant,22-Jan-2024,location.href = '/Facility/Details/d781fc59-2105-49c9-a18f-fb2c82773817' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d781fc59-2105-49c9-a18f-fb2c82773817
Real Fruit Bubble Tea Inc.,P6-435 Stone Rd W  Guelph ON N1G 2X6,Food Take Out,11-May-2023,location.href = '/Facility/Details/91834248-ba3d-41f2-bdb5-3552499ed63b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/91834248-ba3d-41f2-bdb5-3552499ed63b
Red Brick Café,8 Douglas St  Guelph ON N1H 2S9,Restaurant,18-Apr-2024,location.href = '/Facility/Details/1bdd5b21-1ed6-47fe-8295-1f899c4b619d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1bdd5b21-1ed6-47fe-8295-1f899c4b619d
Red Caboose (The),5973 Highway 9  Harriston ON N0G 1Z0,Food Take Out,31-Jul-2023,location.href = '/Facility/Details/87657c9f-58ee-4d37-8870-391f2998a41e' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/87657c9f-58ee-4d37-8870-391f2998a41e
Red Chevron Club,34 Elizabeth St  Guelph ON N1E 2X2,Banquet Hall,04-Oct-2023,location.href = '/Facility/Details/b898508b-8319-4de6-b5b9-a73f61185345' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b898508b-8319-4de6-b5b9-a73f61185345
Red Papaya Thai & Grill,31-55 Wyndham St N  Guelph ON N1H 7T8,Restaurant,08-Jan-2024,location.href = '/Facility/Details/fc3e8139-6b74-4735-9986-07ee16ef0cbe' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/fc3e8139-6b74-4735-9986-07ee16ef0cbe
Red Swan Pizza,951 Gordon St  Guelph ON N1G 4S1,Food Take Out,25-Mar-2024,location.href = '/Facility/Details/af3ae295-2915-41b4-86a4-ca52875fc06f' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/af3ae295-2915-41b4-86a4-ca52875fc06f
Reids Chocolate,55 Wyndham St N  Guelph ON N1H 7T8,Convenience / Variety,16-Apr-2024,location.href = '/Facility/Details/bcc6c30f-25db-472e-ba08-ad6d1aca3d67' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/bcc6c30f-25db-472e-ba08-ad6d1aca3d67
Remi's Place,1-45 West Mill St  Elora ON N0B 1S0,Restaurant,05-Apr-2024,location.href = '/Facility/Details/f1718194-9992-4fc4-91e8-ce38c4f07996' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f1718194-9992-4fc4-91e8-ce38c4f07996
Replenish Food Co. (The) - Knox United Church Clifford,11 Allan St E  Clifford ON N0G 1M0,Food Caterer,04-Mar-2024,location.href = '/Facility/Details/c30b93ba-354f-415f-986c-27ffa3e0674b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c30b93ba-354f-415f-986c-27ffa3e0674b
Reroot Farm Store,5642 11 Line  Minto ON N0G 1Z0,Convenience / Variety,24-Aug-2023,location.href = '/Facility/Details/a63a6ac8-072d-43af-ae20-e150cabdc4d7' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a63a6ac8-072d-43af-ae20-e150cabdc4d7
Retour Bistro,103-150 Wellington St E  Guelph ON N1H 3R2,Restaurant,22-Sep-2023,location.href = '/Facility/Details/7d05517c-5566-450b-94eb-055c72351d5a' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7d05517c-5566-450b-94eb-055c72351d5a
Réunion,42 Queen St  Morriston ON N0B 2C0,Restaurant,28-Feb-2024,location.href = '/Facility/Details/c9c53c2c-03c5-4c1b-9efe-5f0e34c6c9e8' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c9c53c2c-03c5-4c1b-9efe-5f0e34c6c9e8
Rexall Pharma Plus,123 Main St  Erin ON N0B 1T0,Convenience / Variety,21-Aug-2023,location.href = '/Facility/Details/ea07d4fd-1c29-4e72-99a3-80e346b53420' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ea07d4fd-1c29-4e72-99a3-80e346b53420
Rexall Pharma Plus,666 Woolwich Street  Guelph ON N1H 7G5,Convenience / Variety,06-Jun-2023,location.href = '/Facility/Details/b519cbc5-01ec-4a1b-b326-e0eb0d6be1b2' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b519cbc5-01ec-4a1b-b326-e0eb0d6be1b2
Rexall Pharma Plus,520 Riddell Rd  Orangeville ON L9W 2Y9,Convenience / Variety,06-Jun-2023,location.href = '/Facility/Details/a87a6b80-6df3-42d7-a5c7-f27683f35aea' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a87a6b80-6df3-42d7-a5c7-f27683f35aea
Rhett's Donuts,343071 15 Sideroad  East Garafraxa ON L9W 7L2,Food Take Out,18-Aug-2022,location.href = '/Facility/Details/e2db61ed-e6b3-4dcb-b218-2a2bc618c1ac' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e2db61ed-e6b3-4dcb-b218-2a2bc618c1ac
Riddell Gas Bar,640 Riddell Road  Orangeville ON L9W 5Z5,Convenience / Variety,18-Apr-2024,location.href = '/Facility/Details/ec8dd95a-a757-4217-8e30-41d83b136737' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ec8dd95a-a757-4217-8e30-41d83b136737
Right Spot (The),14 Elora St N  Alma ON N0B 1A0,Restaurant,20-Mar-2024,location.href = '/Facility/Details/5396d7df-7d95-4982-8ed3-dbaf48dad697' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/5396d7df-7d95-4982-8ed3-dbaf48dad697
Rise & Shine Brunch,44 Macdonell St  Guelph ON N1H 2Z3,Restaurant,28-Mar-2024,location.href = '/Facility/Details/862501ba-6805-4d1f-a9d1-f13cdd760360' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/862501ba-6805-4d1f-a9d1-f13cdd760360
Rise & Shine Brunch,34 Queen St  Morriston ON N0B 2C0,Restaurant,31-Jan-2024,location.href = '/Facility/Details/0e30c98b-e77a-4876-a8f9-4a890dd04f00' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0e30c98b-e77a-4876-a8f9-4a890dd04f00
River's Edge Goat Dairy,8102 Wellington Rd 109  Arthur ON N0G 1A0,Convenience / Variety,19-Jul-2023,location.href = '/Facility/Details/71cc51ee-ecc9-43b6-90fc-faa2e3d34a9d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/71cc51ee-ecc9-43b6-90fc-faa2e3d34a9d
Riverside Park Snack Bar,709 Woolwich St  Guelph ON N1H 3Z2,Snack Bar / Refreshment Stand,30-Aug-2023,location.href = '/Facility/Details/0e3e3a83-e8d0-4861-a1ff-ae2bc4e0fc2a' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0e3e3a83-e8d0-4861-a1ff-ae2bc4e0fc2a
RJ's Taste of Asia,19 Mill St  Orangeville ON L9W 2M2,Restaurant,11-Apr-2024,location.href = '/Facility/Details/da5d528a-071b-40f4-b574-bafe9600da65' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/da5d528a-071b-40f4-b574-bafe9600da65
Robertson Amusements Ltd.,634390 Hwy 10  Mono ON L9W 5P5,Mobile Preparation Premises,27-Apr-2023,location.href = '/Facility/Details/98a8de9b-b5cc-4d40-9073-84182decbcc1' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/98a8de9b-b5cc-4d40-9073-84182decbcc1
Rockmosa Community Centre,110 Rockmosa Drive  Rockwood ON N0B 2K0,Banquet Hall,11-Oct-2023,location.href = '/Facility/Details/38a600d7-b986-4a93-87db-f115ea85ee50' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/38a600d7-b986-4a93-87db-f115ea85ee50
Rockmosa Older Adult Centre,121 Rockmosa Drive  Rockwood ON N0B 2K0,Community Kitchen,21-Mar-2024,location.href = '/Facility/Details/f46368a6-0f22-4c04-83a2-1d4852151997' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f46368a6-0f22-4c04-83a2-1d4852151997
Rockwood Nursery School - Food,191 Main St S  Rockwood ON N0B 2K0,Child Care Onsite Prep,20-Apr-2023,location.href = '/Facility/Details/c3fbbed3-cafd-4845-b40c-b3d1f2314e76' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c3fbbed3-cafd-4845-b40c-b3d1f2314e76
Rockwood United Church,119 Harris St  Rockwood ON N0B 2K0,Church Banquet Facility,14-Sep-2023,location.href = '/Facility/Details/0489dfa8-a676-4243-9e77-b4a35e57d892' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0489dfa8-a676-4243-9e77-b4a35e57d892
Rocky Sushi,295 Alma St.  Rockwood ON N0B 2K0,Restaurant,25-Jan-2024,location.href = '/Facility/Details/7f4dcff8-9ef0-4c18-bd9f-5fcbeb346e8b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7f4dcff8-9ef0-4c18-bd9f-5fcbeb346e8b
Rocky's Drive In,520 Elizabeth St  Guelph ON N1E 6C3,Snack Bar / Refreshment Stand,16-Apr-2024,location.href = '/Facility/Details/83c641a2-9956-4498-9e2f-086fa560994f' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/83c641a2-9956-4498-9e2f-086fa560994f
Rodolfo's Rebel Foods,42 Carden St  Guelph ON N1H 3A2,Food Caterer,11-Dec-2023,location.href = '/Facility/Details/db1ffd21-8c69-4a97-8b43-b8a4409c6b6d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/db1ffd21-8c69-4a97-8b43-b8a4409c6b6d
Rollz Ice Cream,E-119 Silvercreek Pkwy N  Guelph ON N1H 3T2,Ice Cream / Yogurt Vendor,06-May-2024,location.href = '/Facility/Details/19fb0f79-29c5-4beb-acd3-70923fcd7aad' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/19fb0f79-29c5-4beb-acd3-70923fcd7aad
Romero's Pasta and Seafood,101-355 Elmira Rd N  Guelph ON N1K 1S5,Restaurant,26-Apr-2024,location.href = '/Facility/Details/8a0c2806-5cf8-4220-8722-a10beb9f7e9e' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/8a0c2806-5cf8-4220-8722-a10beb9f7e9e
Rosemont General Store,508563 ON-89  Rosemont ON L0N 1R0,Restaurant,13-Feb-2024,location.href = '/Facility/Details/b0c2ce07-11ee-44f8-b2c2-7147d62e8e7d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b0c2ce07-11ee-44f8-b2c2-7147d62e8e7d
Round Table (The),32 Essex St  Guelph ON N1H 3K8,Restaurant,10-Nov-2023,location.href = '/Facility/Details/fa609210-b5a2-4e04-a670-90e0d4ed1331' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/fa609210-b5a2-4e04-a670-90e0d4ed1331
Rowe Farms,1027 Gordon St  Guelph ON N1G 4W3,Butcher Shop,24-Apr-2024,location.href = '/Facility/Details/503d8150-c82e-4db3-a46b-93b81a6004d8' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/503d8150-c82e-4db3-a46b-93b81a6004d8
Royal Canadian Legion - Arthur,281 George St  Arthur ON N0G 1A0,Banquet Hall,30-Oct-2023,location.href = '/Facility/Details/a5bdf6b8-8744-44e4-b953-ce7a375b1300' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a5bdf6b8-8744-44e4-b953-ce7a375b1300
Royal Canadian Legion - Elora,110 Metcalfe St  Elora ON N0B 1S0,Banquet Hall,12-Jun-2023,location.href = '/Facility/Details/3adbe5f5-5d96-401b-a96e-0e562c14a034' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/3adbe5f5-5d96-401b-a96e-0e562c14a034
Royal Canadian Legion - Erin,12 Dundas St E  Erin ON N0B 1T0,Banquet Hall,24-Jun-2023,location.href = '/Facility/Details/b066954f-e09d-42c4-8a96-0578ee300f0c' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b066954f-e09d-42c4-8a96-0578ee300f0c
Royal Canadian Legion - Harriston,53 Elora St S  Harriston ON N0G 1Z0,Banquet Hall,22-Nov-2023,location.href = '/Facility/Details/a7585ee6-849a-4460-9596-8ce866cc41bd' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a7585ee6-849a-4460-9596-8ce866cc41bd
Royal Canadian Legion - Mount Forest,140 King St W  Mount Forest ON N0G 2L0,Banquet Hall,08-Nov-2023,location.href = '/Facility/Details/cf0ddd36-2361-4348-9577-494bcbccfc1d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/cf0ddd36-2361-4348-9577-494bcbccfc1d
Royal Canadian Legion - Palmerston,260 Daly St  Palmerston ON N0G 2P0,Banquet Hall,22-Nov-2023,location.href = '/Facility/Details/443fb0f9-ea17-49af-b08c-0a8a553a6ef1' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/443fb0f9-ea17-49af-b08c-0a8a553a6ef1
Royal Canadian Legion - Shelburne,203 William St  Shelburne ON L9V 3L6,Banquet Hall,03-Nov-2023,location.href = '/Facility/Details/40fd92db-e3cd-4de1-b1f0-a64bd95f63ad' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/40fd92db-e3cd-4de1-b1f0-a64bd95f63ad
Royal Canadian Legion Branch 234 - Guelph,57 Watson Pkwy S  Guelph ON N1E 6Y9,Banquet Hall,03-Feb-2023,location.href = '/Facility/Details/319cd785-b66b-479a-b3aa-f465dc669947' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/319cd785-b66b-479a-b3aa-f465dc669947
Royal Canadian Legion Branch 275 - Fergus,500 Blair St  Fergus ON N1M 1S4,Banquet Hall,26-Jun-2023,location.href = '/Facility/Details/00d03310-088a-4e51-b355-b7561b1d80e3' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/00d03310-088a-4e51-b355-b7561b1d80e3
Royal City Brewing Company Inc.,199 Victoria Rd S  Guelph ON N1E 6T9,Restaurant,08-Mar-2024,location.href = '/Facility/Details/cae2c48e-3f6b-4863-95b1-4ed2ae6e9c13' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/cae2c48e-3f6b-4863-95b1-4ed2ae6e9c13
Royal City Mission,50 Quebec St  Guelph ON N1H 2T4,Community Kitchen,06-May-2024,location.href = '/Facility/Details/2ec59958-ddce-4bf3-ad45-22a69e7e00d7' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2ec59958-ddce-4bf3-ad45-22a69e7e00d7
Royal City Montessori Academy - Food,55 Devere Dr  Guelph ON N1G 2T3,Child Care Onsite Prep,24-Apr-2024,location.href = '/Facility/Details/eb2972ae-dc95-4137-bf4e-e33114b58748' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/eb2972ae-dc95-4137-bf4e-e33114b58748
Royal City Restaurant,241 Edinburgh Rd N  Guelph ON N1H 5S2,Restaurant,24-Jan-2024,location.href = '/Facility/Details/f1dccd81-d4f7-4404-bce5-6bd77e9012d8' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f1dccd81-d4f7-4404-bce5-6bd77e9012d8
Royal Cuisine,15-259 Grange Rd  Guelph ON N1E 6R5,Restaurant,08-Apr-2024,location.href = '/Facility/Details/0d4a2982-b0cf-4fc4-bf8d-a1ab87f0c7b7' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0d4a2982-b0cf-4fc4-bf8d-a1ab87f0c7b7
Royal Custom Cakes,84 Kortright Rd East  Guelph ON N1G 4N8,Bakery - Production,24-Feb-2023,location.href = '/Facility/Details/2ae7f1b2-8771-408d-a71e-1717c9916e6b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2ae7f1b2-8771-408d-a71e-1717c9916e6b
Royal on Gordon,1691 Gordon St  Guelph ON N1L 1E1,Retirement Home,17-Apr-2024,location.href = '/Facility/Details/687bb529-d805-414c-8d82-fce14d3d6226' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/687bb529-d805-414c-8d82-fce14d3d6226
Royal Paan Guelph,2 & 3-204 Silvercreek Pkwy N  Guelph ON N1H 7P7,Restaurant,21-Feb-2024,location.href = '/Facility/Details/2459625f-6735-4a9c-a12b-400644de8a68' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2459625f-6735-4a9c-a12b-400644de8a68
Royal Terrace,600 Whites Rd  Palmerston ON N0G 2P0,Retirement Home,08-Apr-2024,location.href = '/Facility/Details/dd581ab1-a18e-4c4a-99ad-2413397e9155' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/dd581ab1-a18e-4c4a-99ad-2413397e9155
Rural Roots Artisan Shop,118 Main St S  Rockwood ON N0B 2K0,Baked Goods - Retail,11-Mar-2024,location.href = '/Facility/Details/d3ff23aa-c5a3-4b73-99b0-5956c305035f' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d3ff23aa-c5a3-4b73-99b0-5956c305035f
Rustik Local Bistro,199 Broadway  Orangeville ON L9W 1K2,Restaurant,09-Nov-2023,location.href = '/Facility/Details/69d25554-5848-42be-bd36-7be22cc05933' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/69d25554-5848-42be-bd36-7be22cc05933
S.W.A.T Food Truck,Mobile Food Vendor,Mobile Preparation Premises,26-Mar-2024,location.href = '/Facility/Details/498056ee-60fd-4da1-b331-1b96208e0366' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/498056ee-60fd-4da1-b331-1b96208e0366
Safa Traders Limited,16 Essex St  Guelph ON N1H 3K8,Supermarket,17-Apr-2024,location.href = '/Facility/Details/a41d2ee3-1e5b-445e-920f-2ec197a0b046' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a41d2ee3-1e5b-445e-920f-2ec197a0b046
SAI Variety,183 Woolwich St  Guelph ON N1H 3V4,Convenience / Variety,23-Feb-2024,location.href = '/Facility/Details/58692f39-9090-4e78-866b-11ec5dc9437c' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/58692f39-9090-4e78-866b-11ec5dc9437c
Salad Days Farm,6794 6th Line  Belwood ON N0B 1J0,Food Warehouse / Depot,24-Nov-2023,location.href = '/Facility/Details/e221ef12-709f-453f-81ec-d2b7791a4f3e' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e221ef12-709f-453f-81ec-d2b7791a4f3e
Salem Esso,94 Woolwich St W  Elora ON N0B 1S0,Convenience / Variety,01-Feb-2024,location.href = '/Facility/Details/0a7f0630-2825-472a-976b-4a492934a2bf' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0a7f0630-2825-472a-976b-4a492934a2bf
Salvation Army Guelph Citadel - The Raw Carrot,1320 Gordon St  Guelph ON N1L 1H3,Community Kitchen,18-Oct-2023,location.href = '/Facility/Details/47d610f0-8d7a-4086-b167-68fcacd88dec' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/47d610f0-8d7a-4086-b167-68fcacd88dec
Salvation Army Hope Acres,998614 Mulmur-Tosorontio TL  Mulmur ON L9V 0N5,Group / Lodging Home (>9),14-Mar-2024,location.href = '/Facility/Details/da5213e6-e4b0-47b6-90b0-5da593a7556b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/da5213e6-e4b0-47b6-90b0-5da593a7556b
Sam's Grill,1-715 Wellington St W  Guelph ON N1H 8L8,Restaurant,07-May-2024,location.href = '/Facility/Details/c1dd96d1-bc8b-4c54-9218-57ed2841cfeb' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c1dd96d1-bc8b-4c54-9218-57ed2841cfeb
San Francisco Panini,12-485 Silvercreek Pkwy N  Guelph ON N1H 7K5,Restaurant,30-Jan-2024,location.href = '/Facility/Details/3ff6c226-3b1e-4e83-861d-a893e791f4f7' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/3ff6c226-3b1e-4e83-861d-a893e791f4f7
Sandbox Tech Child Care at Montgomery Village Public School - Food,70 Montgomery Blvd  Orangeville ON L9W 5H6,Child Care Onsite Prep,22-Jan-2024,location.href = '/Facility/Details/375ebb8d-8e26-4c44-a506-e6ae1095884b' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/375ebb8d-8e26-4c44-a506-e6ae1095884b
Sandi's Kitchen,44 Terry Blvd  Guelph ON N1E 1X5,Food Caterer,23-Feb-2024,location.href = '/Facility/Details/b9f152e4-f3ec-4ce5-be6e-416a10404ce7' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b9f152e4-f3ec-4ce5-be6e-416a10404ce7
Sandwich Club,102-143 George St  Arthur ON N0G 1A0,Food Take Out,11-Jan-2024,location.href = '/Facility/Details/1bddf75a-6f5b-4ba3-80c5-73b9d5c9e22a' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1bddf75a-6f5b-4ba3-80c5-73b9d5c9e22a
